"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Invalid credentials should show an error message","18982","Login fails with invalid credentials","","2026-09-09","failed","2026-09-09","","Login Page Tests","com.automation.tests.LoginTest","testLoginWithInvalidCredentials"
"Шаги:
1. Добавить товар в корзину (предусловие)
2. Запомнить итоговую сумму до изменения
3. Нажать '+' для увеличения количества
4. Проверить что товаров стало 2
","21702","1. Увеличение количества товара через кнопку '+'","","2026-09-09","passed","2026-09-09","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testIncreaseQuantityUpdatesTotal"
"","19404","Login fails with various invalid credential combinations username='' / password='password123'","","2026-09-09","failed","2026-09-09","","Login Page Tests","com.automation.tests.LoginTest","testLoginWithInvalidCredentialsParametrized"
"Проверяет что после сортировки «Со скидкой» и «Высокий рейтинг»
каталог остаётся рабочим и содержит товары.
","17152","Каталог отображает товары после сортировки по скидке и рейтингу","","2026-09-09","passed","2026-09-09","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByDiscountAndRatingShowsProducts"
"Шаги:
1. Добавить товар (предусловие)
2. Проверить что корзина не пустая
3. Проверить что итоговая сумма > 0
4. Проверить кнопку «Оформить заказ»
","19579","3. Корзина содержит добавленный товар с ценой","","2026-09-09","passed","2026-09-09","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testCartContainsProductWithPrice"
"Шаги:
1. Открыть раздел каталога (питьевая вода 19 л)
2. Применить сортировку «Дешевле» (order=asc)
3. Проверить что цены идут по возрастанию (first ≤ last)
4. Проверить наличие товаров
","12168","Сортировка 'Дешевле': первый товар дешевле последнего","","2026-09-09","passed","2026-09-09","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByPriceAscending"
"Шаги:
1. Добавить товар в корзину (предусловие)
2. Нажать кнопку удаления товара
3. Проверить что корзина опустела
","24397","2. Удаление товара из корзины","","2026-09-09","passed","2026-09-09","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testRemoveItemFromCart"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","13858","Параметризованный поиск по различным запросам Прогон 1: Поиск по запросу 'вода', ожидаем не менее 5 товаров","","2026-09-09","passed","2026-09-09","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: вода
3. Нажать кнопку поиска
4. Проверить, что URL содержит параметр q=
5. Проверить, что найдено не менее 5 товаров
6. Проверить, что хотя бы один товар содержит 'вода' в названии
","15166","Поиск 'вода' возвращает товары с водой","","2026-09-09","passed","2026-09-09","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForWaterReturnsProducts"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: кулер
3. Нажать кнопку поиска
4. Проверить, что открылась страница каталога (/catalog/)
5. Проверить, что URL содержит параметр поиска q=
6. Проверить, что найден хотя бы 1 товар
","16492","Поиск 'кулер' возвращает страницу каталога с результатами","","2026-09-09","passed","2026-09-09","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForCoolerReturnsResults"
