"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Открытие модалки заказа звонка -> отправка пустой формы -> проверка ошибок валидации","10174","Отправка пустой формы показывает ошибки валидации","","2026-09-18","passed","2026-09-18","","Сервисные формы: заказ звонка","com.automation.tests.CallbackFormTest","testEmptyCallbackFormShowsValidation"
"E2E-сценарий (гостевой режим):
1. Открыть главную vodovoz.ru
2. Поиск «кулер»
3. Запомнить название первого товара
4. Нажать «В избранное» (кнопка-сердечко)
5. Перейти на страницу /personal/favorite/
6. Если редирект на логин — тест фиксирует это как ожидаемое поведение
7. Если страница избранного открылась — проверяем наличие товара
","22111","Поиск 'кулер' → В избранное → Проверка страницы избранного","","2026-09-18","passed","2026-09-18","","Добавление товара в избранное","com.automation.tests.AddToFavoritesTest","testAddToFavoritesAsGuest"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: кулер
3. Нажать кнопку поиска
4. Проверить, что открылась страница каталога (/catalog/)
5. Проверить, что URL содержит параметр поиска q=
6. Проверить, что найден хотя бы 1 товар
","17910","Поиск 'кулер' возвращает страницу каталога с результатами","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForCoolerReturnsResults"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: вода
3. Нажать кнопку поиска
4. Проверить, что URL содержит параметр q=
5. Проверить, что найдено не менее 5 товаров
6. Проверить, что хотя бы один товар содержит 'вода' в названии
","16672","Поиск 'вода' возвращает товары с водой","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForWaterReturnsProducts"
"Поиск товара -> переход в карточку по ссылке -> сверка H1, цены и блока деталей","17843","Проверка ключевых атрибутов карточки: название, цена, характеристики","","2026-09-18","passed","2026-09-18","","Карточка товара (PDP)","com.automation.tests.ProductCardTest","testProductCardDisplaysCoreInfo"
"1. Открыть /reviews/
2. Нажать «Написать отзыв» → модалка id=12
3. Активировать чекбокс согласия (иначе Submit disabled)
4. Отправить без заполнения полей
5. Проверить label.error (Рейтинг, Имя, Email, Текст — required)
","9253","Пустая форма отзыва показывает ошибки валидации","","2026-09-18","passed","2026-09-18","","Форма «Написать отзыв» — негативные тесты","com.automation.tests.FeedbackFormTest","testEmptyFeedbackFormShowsValidation"
"1. Открыть /reviews/
2. Нажать «Написать отзыв» → модалка
3. Ввести только имя «Тест Авто»
4. Отправить без рейтинга, email и текста
5. Проверить label.error (Рейтинг, Email, Текст — обязательны)
","9841","Форма с именем без рейтинга и текста показывает ошибки валидации","","2026-09-18","passed","2026-09-18","","Форма «Написать отзыв» — негативные тесты","com.automation.tests.FeedbackFormTest","testPartialFeedbackFormShowsValidation"
"E2E-сценарий (параметризован по поисковому запросу):
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска переданный query
3. Дождаться результатов (не менее 1 товара)
4. Запомнить название первого товара
5. Нажать кнопку «В корзину» первого товара
6. Убедиться что счётчик корзины в шапке стал > 0
7. Открыть страницу корзины /basket/
8. Проверить, что корзина не пуста
9. Проверить, что добавленный товар присутствует в корзине
","21168","E2E: Поиск → В корзину → Корзина содержит товар E2E корзина: товар по запросу 'вода питьевая'","","2026-09-18","passed","2026-09-18","","E2E: Поиск → Корзина","com.automation.tests.AddToCartTest","testSearchAndAddToCart"
"Шаги:
1. Открыть раздел «Питьевая вода 19 литров»
2. Перейти по URL подраздела «В одноразовой таре»
3. Проверить что URL содержит слаг подраздела
4. Проверить что chip-кнопки видимы на новой странице
5. Проверить что список товаров не пуст
","9991","Chip-фильтр 'В одноразовой таре': URL обновился, товары видны","","2026-09-18","passed","2026-09-18","","Фильтрация товаров в каталоге","com.automation.tests.CatalogFiltersTest","testSingleUseTareFilter"
"E2E-сценарий (параметризован по поисковому запросу):
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска переданный query
3. Дождаться результатов (не менее 1 товара)
4. Запомнить название первого товара
5. Нажать кнопку «В корзину» первого товара
6. Убедиться что счётчик корзины в шапке стал > 0
7. Открыть страницу корзины /basket/
8. Проверить, что корзина не пуста
9. Проверить, что добавленный товар присутствует в корзине
","22810","E2E: Поиск → В корзину → Корзина содержит товар E2E корзина: товар по запросу 'кулер'","","2026-09-18","passed","2026-09-18","","E2E: Поиск → Корзина","com.automation.tests.AddToCartTest","testSearchAndAddToCart"
"Шаги:
1. Открыть раздел «Питьевая вода 19 литров»
2. Перейти по URL подраздела «В многоразовой таре»
3. Проверить что URL содержит слаг подраздела
4. Проверить что chip-кнопки видимы (навигация присутствует)
5. Проверить что список товаров не пуст
","8397","Chip-фильтр 'В многоразовой таре': URL обновился, товары видны","","2026-09-18","passed","2026-09-18","","Фильтрация товаров в каталоге","com.automation.tests.CatalogFiltersTest","testReusableTareFilter"
"Шаги:
1. Добавить товар в корзину (предусловие)
2. Запомнить итоговую сумму до изменения
3. Нажать '+' для увеличения количества
4. Проверить что товаров стало 2
","22580","1. Увеличение количества товара через кнопку '+'","","2026-09-18","passed","2026-09-18","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testIncreaseQuantityUpdatesTotal"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","16408","Параметризованный поиск по различным запросам Прогон 2: Поиск по запросу 'кулер', ожидаем не менее 1 товаров","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Проверяет что после сортировки «Со скидкой» и «Высокий рейтинг»
каталог остаётся рабочим и содержит товары.
","18282","Каталог отображает товары после сортировки по скидке и рейтингу","","2026-09-18","passed","2026-09-18","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByDiscountAndRatingShowsProducts"
"Шаги:
1. Добавить товар (предусловие)
2. Проверить что корзина не пустая
3. Проверить что итоговая сумма > 0
4. Проверить кнопку «Оформить заказ»
","18334","3. Корзина содержит добавленный товар с ценой","","2026-09-18","passed","2026-09-18","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testCartContainsProductWithPrice"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","14946","Параметризованный поиск по различным запросам Прогон 3: Поиск по запросу 'помпа', ожидаем не менее 3 товаров","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","15548","Параметризованный поиск по различным запросам Прогон 1: Поиск по запросу 'вода', ожидаем не менее 5 товаров","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","15982","Параметризованный поиск по различным запросам Прогон 4: Поиск по запросу 'лимонад', ожидаем не менее 2 товаров","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Сценарий (негативный):
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска заведомо бессмысленный запрос
   (значение берётся из config.properties: search.query.garbage)
3. Дождаться загрузки страницы результатов
4. Проверить: URL содержит поисковой запрос (q=)
5. Проверить: страница не упала с ошибкой 500/404 —
   блок .catalog-items видим (сайт показывает рекомендации)
","15501","Поиск бессмысленного запроса не вызывает ошибку страницы","","2026-09-18","passed","2026-09-18","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testGarbageQueryShowsEmptyOrRecommendations"
