"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"1. Открыть /reviews/
2. Нажать «Написать отзыв» → модалка
3. Ввести только имя «Тест Авто»
4. Отправить без рейтинга, email и текста
5. Проверить label.error (Рейтинг, Email, Текст — обязательны)
","8047","Форма с именем без рейтинга и текста показывает ошибки валидации","","2026-09-20","passed","2026-09-20","","Форма «Написать отзыв» — негативные тесты","com.automation.tests.FeedbackFormTest","testPartialFeedbackFormShowsValidation"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","14093","Параметризованный поиск по различным запросам Прогон 1: Поиск по запросу 'вода', ожидаем не менее 5 товаров","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Негативный тест: ввести невалидный промокод -> блок ошибки -> Grand Total не изменился.","21562","2. Неверный промокод показывает ошибку и не меняет сумму","","2026-09-20","passed","2026-09-20","","Корзина: пересчёт суммы","com.automation.tests.CartPriceTest","testInvalidPromoCodeShowsError"
"1. Открыть /reviews/
2. Нажать «Написать отзыв» → модалка id=12
3. Активировать чекбокс согласия (иначе Submit disabled)
4. Отправить без заполнения полей
5. Проверить label.error (Рейтинг, Имя, Email, Текст — required)
","7797","Пустая форма отзыва показывает ошибки валидации","","2026-09-20","passed","2026-09-20","","Форма «Написать отзыв» — негативные тесты","com.automation.tests.FeedbackFormTest","testEmptyFeedbackFormShowsValidation"
"Поиск -> добавить в избранное -> открыть избранное -> удалить первый товар -> товар исчез из списка","24855","Удаление товара из избранного (гостевой режим)","","2026-09-20","passed","2026-09-20","","Добавление товара в избранное","com.automation.tests.AddToFavoritesTest","testRemoveFromFavorites"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","13909","Параметризованный поиск по различным запросам Прогон 3: Поиск по запросу 'помпа', ожидаем не менее 3 товаров","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Шаги:
1. Добавить товар (предусловие)
2. Проверить что корзина не пустая
3. Проверить что итоговая сумма > 0
4. Проверить кнопку «Оформить заказ»
","16772","3. Корзина содержит добавленный товар с ценой","","2026-09-20","passed","2026-09-20","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testCartContainsProductWithPrice"
"E2E-сценарий (параметризован по поисковому запросу):
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска переданный query
3. Дождаться результатов (не менее 1 товара)
4. Запомнить название первого товара
5. Нажать кнопку «В корзину» первого товара
6. Убедиться что счётчик корзины в шапке стал > 0
7. Открыть страницу корзины /basket/
8. Проверить, что корзина не пуста
9. Проверить, что добавленный товар присутствует в корзине
","19724","E2E: Поиск → В корзину → Корзина содержит товар E2E корзина: товар по запросу 'кулер'","","2026-09-20","passed","2026-09-20","","E2E: Поиск → Корзина","com.automation.tests.AddToCartTest","testSearchAndAddToCart"
"Шаги:
1. Открыть раздел каталога (питьевая вода 19 л)
2. Применить сортировку «Дешевле» (order=asc)
3. Проверить что цены идут по возрастанию (first ≤ last)
4. Проверить наличие товаров
","14248","Сортировка 'Дешевле': первый товар дешевле последнего","","2026-09-20","passed","2026-09-20","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByPriceAscending"
"E2E-сценарий (гостевой режим):
1. Открыть главную vodovoz.ru
2. Поиск «кулер»
3. Запомнить название первого товара
4. Нажать «В избранное» (кнопка-сердечко)
5. Перейти на страницу /personal/favorite/
6. Если редирект на логин — тест фиксирует это как ожидаемое поведение
7. Если страница избранного открылась — проверяем наличие товара
","19770","Поиск 'кулер' → В избранное → Проверка страницы избранного","","2026-09-20","passed","2026-09-20","","Добавление товара в избранное","com.automation.tests.AddToFavoritesTest","testAddToFavoritesAsGuest"
"Открытие модалки заказа звонка -> отправка пустой формы -> проверка ошибок валидации","8046","Отправка пустой формы показывает ошибки валидации","","2026-09-20","passed","2026-09-20","","Сервисные формы: заказ звонка","com.automation.tests.CallbackFormTest","testEmptyCallbackFormShowsValidation"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","13086","Параметризованный поиск по различным запросам Прогон 4: Поиск по запросу 'лимонад', ожидаем не менее 2 товаров","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Имя + телефон из 10 цифр, начинающийся с 9 + код капчи 12345 -> отправка -> запрос отклонён, модалка осталась открытой","28531","Форма не отправляется с неверным кодом защиты (капчей)","","2026-09-20","passed","2026-09-20","","Сервисные формы: заказ звонка","com.automation.tests.CallbackFormTest","testWrongCaptchaRejectsSubmission"
"Поиск -> открытие карточки первого товара -> клик по табу 'Отзывы' -> блок отзывов загружен","13762","Открытие таба 'Отзывы' на карточке товара","","2026-09-20","passed","2026-09-20","","Карточка товара (PDP)","com.automation.tests.ProductCardTest","testProductReviewsTabOpens"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: вода
3. Нажать кнопку поиска
4. Проверить, что URL содержит параметр q=
5. Проверить, что найдено не менее 5 товаров
6. Проверить, что хотя бы один товар содержит 'вода' в названии
","15003","Поиск 'вода' возвращает товары с водой","","2026-09-20","passed","2026-09-20","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForWaterReturnsProducts"
"Открытие карточки кулера -> клик 'В корзину' -> проверка появления счетчика количества","16113","Добавление товара в корзину из карточки с проверкой динамического счетчика","","2026-09-20","passed","2026-09-20","","Карточка товара (PDP)","com.automation.tests.ProductCardTest","testAddToCartFromProductCard"
"Шаги:
1. Открыть раздел каталога (питьевая вода 19 л)
2. Применить сортировку «Дороже» (order=desc)
3. Проверить что цены идут по убыванию (first ≥ last)
4. Проверить наличие товаров
","11219","Сортировка 'Дороже': первый товар дороже последнего","","2026-09-20","passed","2026-09-20","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByPriceDescending"
"Проверяет что после сортировки «Со скидкой» и «Высокий рейтинг»
каталог остаётся рабочим и содержит товары.
","19650","Каталог отображает товары после сортировки по скидке и рейтингу","","2026-09-20","passed","2026-09-20","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByDiscountAndRatingShowsProducts"
"Шаги:
1. Добавить товар в корзину (предусловие)
2. Нажать кнопку удаления товара
3. Проверить что корзина опустела
","25312","2. Удаление товара из корзины","","2026-09-20","passed","2026-09-20","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testRemoveItemFromCart"
