"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User logs in with valid credentials and is redirected to the dashboard","19468","Login succeeds with valid credentials","","2026-09-11","failed","2026-09-11","","Login Page Tests","com.automation.tests.LoginTest","testSuccessfulLogin"
"Invalid credentials should show an error message","20950","Login fails with invalid credentials","","2026-09-11","failed","2026-09-11","","Login Page Tests","com.automation.tests.LoginTest","testLoginWithInvalidCredentials"
"Шаги:
1. Добавить товар в корзину (предусловие)
2. Нажать кнопку удаления товара
3. Проверить что корзина опустела
","27033","2. Удаление товара из корзины","","2026-09-11","passed","2026-09-11","","Корзина: изменение количества и удаление товара","com.automation.tests.CartQuantityTest","testRemoveItemFromCart"
"Шаги:
1. Открыть главную страницу vodovoz.ru
2. Ввести в строку поиска: кулер
3. Нажать кнопку поиска
4. Проверить, что открылась страница каталога (/catalog/)
5. Проверить, что URL содержит параметр поиска q=
6. Проверить, что найден хотя бы 1 товар
","16907","Поиск 'кулер' возвращает страницу каталога с результатами","","2026-09-11","passed","2026-09-11","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testSearchForCoolerReturnsResults"
"","19661","Login fails with various invalid credential combinations username='invalid' / password='invalid'","","2026-09-11","failed","2026-09-11","","Login Page Tests","com.automation.tests.LoginTest","testLoginWithInvalidCredentialsParametrized"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","14865","Параметризованный поиск по различным запросам Прогон 4: Поиск по запросу 'лимонад', ожидаем не менее 2 товаров","","2026-09-11","passed","2026-09-11","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Открытие карточки кулера -> клик 'В корзину' -> проверка появления счетчика количества","20394","Добавление товара в корзину из карточки с проверкой динамического счетчика","","2026-09-11","passed","2026-09-11","","com.automation.tests.ProductCardTest","com.automation.tests.ProductCardTest","testAddToCartFromProductCard"
"Шаги:
1. Открыть раздел каталога (питьевая вода 19 л)
2. Применить сортировку «Дороже» (order=desc)
3. Проверить что цены идут по убыванию (first ≥ last)
4. Проверить наличие товаров
","15353","Сортировка 'Дороже': первый товар дороже последнего","","2026-09-11","passed","2026-09-11","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByPriceDescending"
"Поиск товара -> переход в карточку по ссылке -> сверка H1, цены и блока деталей","16721","Проверка ключевых атрибутов карточки: название, цена, характеристики","","2026-09-11","passed","2026-09-11","","com.automation.tests.ProductCardTest","com.automation.tests.ProductCardTest","testProductCardDisplaysCoreInfo"
"Негативный E2E-сценарий:
1. Открыть главную страницу vodovoz.ru
2. Нажать кнопку «Войти» в шапке сайта
3. Дождаться открытия модального окна авторизации
4. Переключиться на вход по Email
5. Ввести некорректный email: test_qa_auto@example.com
6. Ввести неверный пароль: WrongPass123!
7. Принять условия обработки персональных данных
8. Нажать кнопку «Войти»
9. Проверить, что отображается сообщение об ошибке авторизации
","32222","Вход с неверным Email → проверка сообщения об ошибке","","2026-09-11","passed","2026-09-11","","Авторизация по Email","com.automation.tests.LoginByEmailTest","testLoginWithInvalidEmailShowsError"
"Открытие модалки заказа звонка -> отправка пустой формы -> проверка ошибок валидации","9514","Отправка пустой формы показывает ошибки валидации","","2026-09-11","passed","2026-09-11","","com.automation.tests.CallbackFormTest","com.automation.tests.CallbackFormTest","testEmptyCallbackFormShowsValidation"
"","19632","Login fails with various invalid credential combinations username='user@test.com' / password=''","","2026-09-11","failed","2026-09-11","","Login Page Tests","com.automation.tests.LoginTest","testLoginWithInvalidCredentialsParametrized"
"Параметризованный тест с @CsvSource.
Для каждого запроса проверяем:
1. Страница каталога открылась (/catalog/ в URL)
2. Количество товаров ≥ указанного минимума
3. Хотя бы один товар содержит поисковое слово в названии
","15060","Параметризованный поиск по различным запросам Прогон 1: Поиск по запросу 'вода', ожидаем не менее 5 товаров","","2026-09-11","passed","2026-09-11","","Поиск на vodovoz.ru","com.automation.tests.VodovozSearchTest","testParametrizedSearch"
"Шаги:
1. Открыть раздел каталога (питьевая вода 19 л)
2. Применить сортировку «Дешевле» (order=asc)
3. Проверить что цены идут по возрастанию (first ≤ last)
4. Проверить наличие товаров
","12979","Сортировка 'Дешевле': первый товар дешевле последнего","","2026-09-11","passed","2026-09-11","","Сортировка товаров в каталоге","com.automation.tests.CatalogSortTest","testSortByPriceAscending"
